Show,Date,Person,Media Type,Media Value,,Title,,,,,,,,,,,,,,,,,,,,,
200,3/5/13,Jean Bethke Elshtain|Michael Sandel,4,http://www.veritas.org/talks/under-god-role-religion-public-life/?view=all-talks&ccm_paging_p=10,,Under God? The Role of Religion in Public Life,,,,,,,,,,,,,,,,,,,,,
200,3/4/13,Robert Louis Wilken|Christine Shepardson,4,http://www.veritas.org/talks/heresy-and-faith/?view=all-talks&ccm_paging_p=11,,Heresy and Faith,,,,,,,,,,,,,,,,,,,,,
200,3/4/13,Mary Poplin,4,http://www.veritas.org/talks/radical-marxist-radical-womanist-radical-love-what-mother-teresa-taught-me-about-social-justice/?view=all-talks&ccm_paging_p=11,,"Radical Marxist, Radical Womanist, Radical Love: What Mother Teresa Taught Me about Social Justice",,,,,,,,,,,,,,,,,,,,,
200,3/4/13,John Deang,4,http://www.veritas.org/talks/global-christianity-what-does-jesus-look-sudan/?view=all-talks&ccm_paging_p=11,,Global Christianity - What Does Jesus Look Like in Sudan?,,,,,,,,,,,,,,,,,,,,,
200,3/4/13,Os Guinness,4,http://www.veritas.org/talks/time-truth/?view=all-talks&ccm_paging_p=11,,Time for Truth,,,,,,,,,,,,,,,,,,,,,
200,3/3/13,Phyllis Tickle|Carmen Acevedo Butcher,4,http://www.veritas.org/talks/sacred-explorations/?view=all-talks&ccm_paging_p=11,,Sacred Explorations,,,,,,,,,,,,,,,,,,,,,
200,3/3/13,David Cook,4,http://www.veritas.org/talks/professional-and-personal-morality/?view=all-talks&ccm_paging_p=11,,Professional and Personal Morality,,,,,,,,,,,,,,,,,,,,,
200,3/3/13,Mary Poplin,1,75QUrsk-h0g?hl=en&fs=1,,Social Justice Beyond Compassion and Politics,,,,,,,,,,,,,,,,,,,,,
200,3/3/13,Chris Seiple,4,http://www.veritas.org/talks/role-religion-global-security/?view=all-talks&ccm_paging_p=11,,The Role of Religion in Global Security,,,,,,,,,,,,,,,,,,,,,
200,3/3/13,Pete Bocchino|Ed Buckner,4,http://www.veritas.org/talks/reality-discussions-between-atheism-and-christianity/?view=all-talks&ccm_paging_p=11,,Reality: Discussions Between Atheism and Christianity,,,,,,,,,,,,,,,,,,,,,
200,3/2/13,David Cook,4,http://www.veritas.org/talks/america-iraq-and-afghanistan-just-war-just-politics-and-just-decisions/?view=all-talks&ccm_paging_p=11,,"America, Iraq, and Afghanistan: Just War, Just Politics, and Just Decisions?",,,,,,,,,,,,,,,,,,,,,
200,3/1/13,Steve Garber,4,http://www.veritas.org/talks/learning-sake-learning-why/?view=all-talks&ccm_paging_p=11,,Learning for the Sake of Learning - why?,,,,,,,,,,,,,,,,,,,,,
200,3/1/13,Elaine Storkey,4,http://www.veritas.org/talks/faith-pluralistic-society/?view=all-talks&ccm_paging_p=11,,Faith In A Pluralistic Society,,,,,,,,,,,,,,,,,,,,,
200,3/1/13,John Brandon,4,http://www.veritas.org/talks/telling-truth-business-world/?view=all-talks&ccm_paging_p=11,,Telling the Truth in the Business World,,,,,,,,,,,,,,,,,,,,,
200,3/1/13,Francis Collins,4,http://www.veritas.org/talks/language-god-believer-looks-human-genome/?view=all-talks&ccm_paging_p=11,,The Language of God: A Believer Looks at the Human Genome,,,,,,,,,,,,,,,,,,,,,
200,2/27/13,Ian Hutchinson|Michael Weisberg,1,i7pdSrxAVAo,,Reasonable Doubt: Is There Truth Beyond Science?,,,,,,,,,,,,,,,,,,,,,
200,2/27/13,Ian Hutchinson|Michael Weisberg,4,http://www.veritas.org/talks/reasonable-doubt-there-truth-beyond-science/?view=all-talks&ccm_paging_p=11,,Reasonable doubt: Is there truth beyond science?,,,,,,,,,,,,,,,,,,,,,
200,2/23/13,John Lennox,4,http://www.veritas.org/talks/anything-worth-believing3/?view=all-talks&ccm_paging_p=12,,Is Anything Worth Believing In?,,,,,,,,,,,,,,,,,,,,,
200,2/22/13,John Lennox|Linford Fisher,1,FdEuuQY8JEQ,,Why Are We Here?,,,,,,,,,,,,,,,,,,,,,
200,2/22/13,Richard Elphick,4,http://www.veritas.org/talks/religion-dangerous/?view=all-talks&ccm_paging_p=12,,Is Religion Dangerous?,,,,,,,,,,,,,,,,,,,,,
200,2/21/13,John Lennox|Ursula Goodenough|John Inazu,1,jBikssAdXwg,,Making Sense of Suffering,,,,,,,,,,,,,,,,,,,,,
200,2/21/13,Ian Hutchinson,4,http://www.veritas.org/talks/can-science-explain-everything1/?view=all-talks&ccm_paging_p=12,,Can Science Explain Everything?,,,,,,,,,,,,,,,,,,,,,
200,2/20/13,Jeffrey P. Schloss|Frans de Waal,1,u1asMfteB98,,"Morals without God? A conversation on evolution, morality and religion",,,,,,,,,,,,,,,,,,,,,
200,2/20/13,John Lennox,1,0JWqRwWQIKY,,God: Fact or Fiction?,,,,,,,,,,,,,,,,,,,,,
200,2/19/13,Stephen T. Davis,1,AOZekFgxrts,,Is [it] True?,,,,,,,,,,,,,,,,,,,,,
200,2/19/13,John Lennox,1,9scK_xKfWM8,,Good God? An Oxford mathematician on faith and reason in the face of suffering,,,,,,,,,,,,,,,,,,,,,
200,2/18/13,Robin Collins,1,Gj_fLi_K7jA,,Is [it] True?,,,,,,,,,,,,,,,,,,,,,
200,2/18/13,John Lennox,1,_uFyubUd464,,Is God Relevant?,,,,,,,,,,,,,,,,,,,,,
200,2/15/13,Emmanuel Katongole,4,http://www.veritas.org/talks/does-morality-forgiveness-require-god-forgiveness/?view=all-talks&ccm_paging_p=12,,Does a Morality of Forgiveness Require a God of Forgiveness?,,,,,,,,,,,,,,,,,,,,,
200,2/12/13,Nicholas Burbules|Paula Carns|Irfan Ahmad|Gary Eden,1,D5gooqmEKV8,,God and I,,,,,,,,,,,,,,,,,,,,,
200,2/12/13,Dallas Willard,1,stXDU_lHOV4,,What Skepticism Is Good For,,,,,,,,,,,,,,,,,,,,,
200,2/9/13,Michael Behe,4,http://www.veritas.org/talks/argument-intelligent-design-biology/?view=all-talks&ccm_paging_p=12,,The Argument for Intelligent Design in Biology,,,,,,,,,,,,,,,,,,,,,
200,2/9/13,William Lane Craig,1,ZNTs54TqMik?rel=0,,Resurrection (Interview),,,,,,,,,,,,,,,,,,,,,
200,2/9/13,Gene Lucas|Hamid Shirvani|Michael F. McLean,4,http://www.veritas.org/talks/world-not-world/?view=all-talks&ccm_paging_p=13,,In the World But Not of the World,,,,,,,,,,,,,,,,,,,,,
200,2/9/13,Jeffrey P. Schloss|Tremper Longman|S. Joshua Swamidass,1,dQ-l_vVo1W8,,Can Genesis be Compatible with Evolution?,,,,,,,,,,,,,,,,,,,,,
200,2/8/13,William Dembski|Robert Shapiro,4,http://www.veritas.org/talks/does-science-point-intelligent-design/?view=all-talks&ccm_paging_p=13,,Does Science Point to Intelligent Design?,,,,,,,,,,,,,,,,,,,,,
200,2/8/13,Vinoth Ramachandra|Jeffrey Sachs|Larry Reed,4,http://www.veritas.org/talks/who-will-solve-problem-poverty-bono-bill-gates-you1/?view=all-talks&ccm_paging_p=13,,"Who Will Solve the Problem of Poverty? Bono, Bill Gates, You?",,,,,,,,,,,,,,,,,,,,,
200,2/8/13,Alvin Plantinga,4,http://www.veritas.org/talks/science-and-religion-why-does-debate-continue/?view=all-talks&ccm_paging_p=13,,Science and Religion: Why Does the Debate Continue?,,,,,,,,,,,,,,,,,,,,,
200,2/8/13,Denis Alexander,4,http://www.veritas.org/talks/beyond-conflict-similarities-between-science-and-faith/?view=all-talks&ccm_paging_p=13,,Beyond the Conflict: Similarities Between Science and Faith,,,,,,,,,,,,,,,,,,,,,
200,2/8/13,Alvin Plantinga,4,http://www.veritas.org/talks/evolution-vs-atheism/?view=all-talks&ccm_paging_p=13,,Evolution vs. Atheism,,,,,,,,,,,,,,,,,,,,,
200,2/8/13,Gary Haugen|John Gershman,4,http://www.veritas.org/talks/structuring-relief-global-suffering/?view=all-talks&ccm_paging_p=13,,Structuring Relief for Global Suffering,,,,,,,,,,,,,,,,,,,,,
200,2/8/13,Makoto Fujimura|Coco Fusco,4,http://www.veritas.org/talks/beauty-art-creativity-god-and-reality/?view=all-talks&ccm_paging_p=13,,"Beauty in Art: Creativity, God, and Reality",,,,,,,,,,,,,,,,,,,,,
200,2/7/13,Rosalind Picard|Alice Rhee,4,http://www.veritas.org/talks/minds-machines-and-metaphysics-what-makes-us-human/?view=all-talks&ccm_paging_p=13,,"Minds, Machines and Metaphysics: What Makes Us Human?",,,,,,,,,,,,,,,,,,,,,
200,2/7/13,Makoto Fujimura|Louis Bickford,4,http://www.veritas.org/talks/role-arts-healing-individuals-and-communities1/?view=all-talks&ccm_paging_p=13,,The Role of the Arts in Healing Individuals and Communities,,,,,,,,,,,,,,,,,,,,,
200,2/7/13,William Lane Craig,1,0j6rW7OWBjM?rel=0,,Kindling the Desire to Know,,,,,,,,,,,,,,,,,,,,,
200,2/7/13,Denis Alexander,4,http://www.veritas.org/talks/dawkins-delusion/?view=all-talks&ccm_paging_p=13,,The Dawkins Delusion,,,,,,,,,,,,,,,,,,,,,
200,2/7/13,Makoto Fujimura|Louis Bickford,4,http://www.veritas.org/talks/role-arts-healing-individuals-and-communities/?view=all-talks&ccm_paging_p=13,,The Role of Arts in Healing Individuals and Communities,,,,,,,,,,,,,,,,,,,,,
200,2/6/13,Erwin McManus|Yvonne Latty,4,http://www.veritas.org/talks/reconciliation-amidst-violence-and-racism/?view=all-talks&ccm_paging_p=13,,Reconciliation Amidst Violence and Racism,,,,,,,,,,,,,,,,,,,,,
200,2/6/13,Vinoth Ramachandra|Philip Kitcher,4,http://www.veritas.org/talks/people-suffer-who-cares-secular-humanist-and-christian-dialogue/?view=all-talks&ccm_paging_p=13,,People Suffer - Who Cares? A Secular Humanist and Christian Dialogue,,,,,,,,,,,,,,,,,,,,,
200,2/6/13,Gary Habermas,4,http://www.veritas.org/talks/near-death-experiences-and-afterlife/?view=all-talks&ccm_paging_p=14,,Near Death Experiences and the Afterlife,,,,,,,,,,,,,,,,,,,,,
200,2/6/13,Philip Kitcher|Denis Alexander,4,http://www.veritas.org/talks/science-all-we-need-two-perspectives/?view=all-talks&ccm_paging_p=14,,Is Science All We Need? Two Perspectives,,,,,,,,,,,,,,,,,,,,,
200,2/6/13,Jed Macosko,4,http://www.veritas.org/talks/science-and-faith-belligerent-or-brothers/?view=all-talks&ccm_paging_p=14,,Science and Faith: Belligerent or Brothers?,,,,,,,,,,,,,,,,,,,,,
200,2/6/13,Erwin McManus|Yvonne Latty,4,http://www.veritas.org/talks/reconciliation-amidst-violence-and-racism/?view=all-talks&ccm_paging_p=14,,Reconciliation Amidst Violence and Racism,,,,,,,,,,,,,,,,,,,,,
200,2/5/13,Erwin McManus|Stuart Gill|Patricia Kitcher,4,http://www.veritas.org/talks/knowledge-where-do-we-begin/?view=all-talks&ccm_paging_p=14,,Knowledge--Where Do We Begin?,,,,,,,,,,,,,,,,,,,,,
200,2/5/13,James Sire,4,http://www.veritas.org/talks/why-should-anyone-believe-anything-all/?view=all-talks&ccm_paging_p=14,,Why Should Anyone Believe Anything At All,,,,,,,,,,,,,,,,,,,,,
200,2/4/13,Gary Habermas,4,http://www.veritas.org/talks/resurrection-argument-changed-generation-scholars/?view=all-talks&ccm_paging_p=14,,The Resurrection Argument that Changed a Generation of Scholars,,,,,,,,,,,,,,,,,,,,,
200,2/4/13,Jeffrey P. Schloss|Anna Dornhaus,1,BOBGQk9Hv2Y,,"Love Thy Neighbor? Biology, Altruism, and Why We Do Good",,,,,,,,,,,,,,,,,,,,,
200,2/4/13,Francis Collins,4,http://www.veritas.org/talks/language-god-intellectual-reflections-christian-geneticist1/?view=all-talks&ccm_paging_p=14,,The Language of God: Intellectual Reflections of a Christian Geneticist,,,,,,,,,,,,,,,,,,,,,
200,2/4/13,Francis Collins,4,http://www.veritas.org/talks/language-god-intellectual-reflections-christian-geneticist/?view=all-talks&ccm_paging_p=14,,The Language of God: Intellectual Reflections of a Christian Geneticist,,,,,,,,,,,,,,,,,,,,,
200,2/3/13,Prof. Dr. M. Sarot|Prof. Dr. R. van Veenhoven|B. van der Ham,4,http://www.veritas.org/talks/happiness-and-good-life/?view=all-talks&ccm_paging_p=14,,Happiness and the good life,,,,,,,,,,,,,,,,,,,,,
200,2/2/13,Miroslav Volf|Shakiel Humayun|Leonard Levin,4,http://www.veritas.org/talks/three-religions-same-contradictory-god/?view=all-talks&ccm_paging_p=14,,Three Religions: Same Contradictory God?,,,,,,,,,,,,,,,,,,,,,
200,2/1/13,Mary Poplin,4,http://www.veritas.org/talks/radical-marxist-radical-womanist-radical-love/?view=all-talks&ccm_paging_p=14,,"Radical Marxist, Radical Womanist, Radical Love",,,,,,,,,,,,,,,,,,,,,
200,2/1/13,Garrett DeWeese,4,http://www.veritas.org/talks/faith-reason-and-imagination/?view=all-talks&ccm_paging_p=14,,"Faith, Reason, and Imagination",,,,,,,,,,,,,,,,,,,,,
200,2/1/13,Ian Hutchinson,4,http://www.veritas.org/talks/science-and-faith-discussion/?view=all-talks&ccm_paging_p=14,,Science and Faith Discussion,,,,,,,,,,,,,,,,,,,,,
200,2/1/13,JP Moreland,4,http://www.veritas.org/talks/faith-and-reason/?view=all-talks&ccm_paging_p=14,,Faith and Reason,,,,,,,,,,,,,,,,,,,,,
200,2/1/13,Benedict Rogers|Nicholas Kristof,4,http://www.veritas.org/talks/publishing-cries-oppressed-front-lines-human-rights-journalism/?view=all-talks&ccm_paging_p=15,,Publishing the Cries of the Oppressed: On the Front Lines of Human Rights Journalism,,,,,,,,,,,,,,,,,,,,,
200,2/1/13,Jonathan Wells,4,http://www.veritas.org/talks/darwinian-evolution-or-intelligent-design/?view=all-talks&ccm_paging_p=15,,Darwinian Evolution or Intelligent Design,,,,,,,,,,,,,,,,,,,,,
200,2/1/13,Ravi Zacharias,4,http://www.veritas.org/talks/atheism-dead-god-alive/?view=all-talks&ccm_paging_p=15,,Is Atheism Dead? Is God Alive?,,,,,,,,,,,,,,,,,,,,,
200,2/1/13,Garrett DeWeese,4,http://www.veritas.org/talks/problems-evil-does-fact-evil-some-way-disprove-gods-existence/?view=all-talks&ccm_paging_p=15,,Problems of Evil: Does the Fact of Evil in Some Way Disprove God's Existence?,,,,,,,,,,,,,,,,,,,,,
200,1/30/13,Mary Poplin,4,http://www.veritas.org/talks/veritas-promo-video/?view=all-talks&ccm_paging_p=15,,Veritas Promo Video,,,,,,,,,,,,,,,,,,,,,
200,1/24/13,Rev. Professor Keith Ward|Arif Ahmed,1,lGtSjqnzZHo,,(Un)Believable?: An Atheist and a Theist Philosopher share their world-views,,,,,,,,,,,,,,,,,,,,,
200,1/24/13,Bruxy Cavey,1,gWstbud2-9I,,Is God Relevant in the midst of suffering? Wrestling with pain and the human experience,,,,,,,,,,,,,,,,,,,,,
200,1/23/13,Ray Barfield,1,DmdFwSbHRKM,,"Being Human in the Face of Death, Dying and Suffering",,,,,,,,,,,,,,,,,,,,,
200,1/22/13,Ray Barfield|Meg Westley|Shabir Ally,1,rdCQNzBz1Zs,,"Does God Care?: Suffering, Dying and Death",,,,,,,,,,,,,,,,,,,,,
200,1/17/13,Troy Van Voorhis,1,P99GLIibhbg,,Is Science Enough?,,,,,,,,,,,,,,,,,,,,,
200,1/16/13,Robert Feagan|Marc Laferriere|Charlie & Sue Kopczyk|Anne-Marie Zajdlik,1,LMA4S1shgu0,,Building Bridges: Collaboration in the Name of Social Justice,,,,,,,,,,,,,,,,,,,,,
200,1/16/13,Troy Van Voorhis,4,http://www.veritas.org/talks/why-science-isnt-enough-faith-reason-human-need-certainty/?view=all-talks&ccm_paging_p=15,,"Why Science Isn't Enough: Faith, Reason, & the Human Need For Certainty",,,,,,,,,,,,,,,,,,,,,
200,1/16/13,Ravi Zacharias,1,uyTa5r4GG4M,,Is Tolerance Intolerant?,,,,,,,,,,,,,,,,,,,,,
200,1/15/13,Troy Van Voorhis,1,D3CMC5DNOsk,,Is Science Enough?,,,,,,,,,,,,,,,,,,,,,
200,1/15/13,Mary Poplin,1,t6roHTIm034,,"Marxism, Feminism, and Faith: Life Lessons about Social Justice from Mother Teresa",,,,,,,,,,,,,,,,,,,,,
200,1/15/13,Troy Van Voorhis,1,D3CMC5DNOsk,,Is Science Enough?,,,,,,,,,,,,,,,,,,,,,
200,1/14/13,Syd Hielema,1,7xtHzi8hhgA,,"Broken Promises? Christianity, Jesus, and Justice (a sometimes epic story)",,,,,,,,,,,,,,,,,,,,,
200,1/11/13,Reverend Canon Dr Andrew White,1,fq_SdJ02tzM,,Faith under Fire: Taking Risks for the Kingdom,,,,,,,,,,,,,,,,,,,,,
200,1/10/13,Charles Marsh,1,5JbY9SMAcbs,,Who is Christ for us Today?: The Fierce Urgency of Bonhoeffer's Final Questions,,,,,,,,,,,,,,,,,,,,,
200,1/8/13,Roger Lundin,4,http://www.veritas.org/talks/my-body-modernity-confronts-incarnation/?view=all-talks&ccm_paging_p=16,,"""This is My Body"" - Modernity Confronts the Incarnation",,,,,,,,,,,,,,,,,,,,,
200,1/4/13,Scott Minnich,4,http://www.veritas.org/talks/bacterial-flagella-paradigm-design/?view=all-talks&ccm_paging_p=16,,Bacterial Flagella: A Paradigm for Design,,,,,,,,,,,,,,,,,,,,,
200,1/2/13,John Montgomery,4,http://www.veritas.org/talks/why-human-rights-are-impossible-without-religion/?view=all-talks&ccm_paging_p=16,,Why Human Rights are Impossible Without Religion,,,,,,,,,,,,,,,,,,,,,
200,1/2/13,Cal DeWitt,1,68fLM6SCIbc,,"Science, the Bible, and Responsible Environmental Action",,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Fritz Schaefer,4,http://www.veritas.org/talks/all-campus-worship/?view=all-talks&ccm_paging_p=16,,All Campus Worship,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Walter Bradley,4,http://www.veritas.org/talks/truth-religion/?view=all-talks&ccm_paging_p=16,,Truth in Religion,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,William Edgar,4,http://www.veritas.org/talks/christian-roots-jazz/?view=all-talks&ccm_paging_p=16,,The Christian Roots of Jazz,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Catherine Kroeger,4,http://www.veritas.org/talks/struggling-sexual-identity-and-reconciliation/?view=all-talks&ccm_paging_p=16,,Struggling For Sexual Identity and Reconciliation,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Fritz Schaefer,4,http://www.veritas.org/talks/big-bang-stephen-hawking-and-god2/?view=all-talks&ccm_paging_p=16,,"The Big Bang, Stephen Hawking, and God",,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Alice Brown-Collins,4,http://www.veritas.org/talks/does-christianity-offer-viable-solution-racial-reconciliation/?view=all-talks&ccm_paging_p=16,,Does Christianity Offer a Viable Solution for Racial Reconciliation?,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Mary Poplin,4,http://www.veritas.org/talks/i-was-hungry-and-you-fed-me-my-sabbatical-mother-teresa/?view=all-talks&ccm_paging_p=16,,I Was Hungry and You Fed Me: My Sabbatical with Mother Teresa,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,John Montgomery,4,http://www.veritas.org/talks/interview-john-montgomery/?view=all-talks&ccm_paging_p=17,,An Interview with John Montgomery,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Scott Rae,4,http://www.veritas.org/talks/stem-cell-research-searching-justice-ill-and-unborn/?view=all-talks&ccm_paging_p=17,,Stem Cell Research: Searching for Justice for the Ill and the Unborn,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Eleonore Stump,4,http://www.veritas.org/talks/problem-evil2/?view=all-talks&ccm_paging_p=17,,The Problem of Evil,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Os Guinness,4,http://www.veritas.org/talks/thinkers-guide-intelligent-faith/?view=all-talks&ccm_paging_p=17,,A Thinkers Guide to an Intelligent Faith,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Os Guinness,4,http://www.veritas.org/talks/thinking-persons-quest-meaning1/?view=all-talks&ccm_paging_p=17,,The Thinking Person's Quest for Meaning,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,David Larson,4,http://www.veritas.org/talks/research-ministry/?view=all-talks&ccm_paging_p=17,,Research As Ministry,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Philip Johnson,4,http://www.veritas.org/talks/music/?view=all-talks&ccm_paging_p=17,,Music,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,George Marsden,4,http://www.veritas.org/talks/role-professors-relgious-convictions-state-university/?view=all-talks&ccm_paging_p=17,,Role of Professors' Relgious Convictions at a State University,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Walter Bradley,4,http://www.veritas.org/talks/scientific-evidence-intelligent-creation/?view=all-talks&ccm_paging_p=17,,Scientific Evidence For an Intelligent Creation,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Richard Pratt,4,http://www.veritas.org/talks/reasonable-faith/?view=all-talks&ccm_paging_p=17,,Reasonable Faith,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Fritz Schaefer,4,http://www.veritas.org/talks/all-campus-worship/?view=all-talks&ccm_paging_p=17,,All Campus Worship,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Walter Bradley,1,http://www.veritas.org/talks/truth-religion/?view=all-talks&ccm_paging_p=17,,Truth in Religion,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,William Edgar,1,http://www.veritas.org/talks/christian-roots-jazz/?view=all-talks&ccm_paging_p=17,,The Christian Roots of Jazz,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Catherine Kroeger,1,http://www.veritas.org/talks/struggling-sexual-identity-and-reconciliation/?view=all-talks&ccm_paging_p=17,,Struggling For Sexual Identity and Reconciliation,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Walter Bradley,1,http://www.veritas.org/talks/there-evidence-intelligent-designer/?view=all-talks&ccm_paging_p=18,,Is There Evidence For An Intelligent Designer?,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Rae Mellichamp,1,http://www.veritas.org/talks/how-get-better-grades-and-have-more-fun/?view=all-talks&ccm_paging_p=18,,How To Get Better Grades And Have More Fun,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Walter Bradley,1,http://www.veritas.org/talks/scientific-evidence-existence-god1/?view=all-talks&ccm_paging_p=18,,Scientific Evidence for the Existence of God,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Marvin Olasky,1,http://www.veritas.org/talks/renewing-american-compassion/?view=all-talks&ccm_paging_p=18,,Renewing American Compassion,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Os Guinness,1,http://www.veritas.org/talks/knowledge-power-truth-freedom1/?view=all-talks&ccm_paging_p=18,,Knowledge is Power but Truth is Freedom,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,David Larson,1,http://www.veritas.org/talks/spirituality-beneficial-health/?view=all-talks&ccm_paging_p=18,,Is Spirituality Beneficial to Health?,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Dallas Willard,1,http://www.veritas.org/talks/genius-jesus/?view=all-talks&ccm_paging_p=18,,The Genius of Jesus,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Patrick Kavanaugh,1,http://www.veritas.org/talks/spiritual-lives-great-composers-gounod-stravensky-messiaen/?view=all-talks&ccm_paging_p=18,,"Spiritual Lives of the Great Composers: Gounod, Stravensky, Messiaen",,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Pablo Polischuk,1,http://www.veritas.org/talks/suffering-healing-hope-and-health/?view=all-talks&ccm_paging_p=18,,"Suffering, Healing, Hope and Health",,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Walter Bradley,1,http://www.veritas.org/talks/scientific-evidence-existence-god/?view=all-talks&ccm_paging_p=18,,Scientific Evidence for the Existence of God,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Thomas Schmidt,1,http://www.veritas.org/talks/truth-and-human-sexuality/?view=all-talks&ccm_paging_p=18,,Truth and Human Sexuality,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,JP Moreland,1,http://www.veritas.org/talks/relativism/?view=all-talks&ccm_paging_p=18,,Relativism,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Cal DeWitt,1,http://www.veritas.org/talks/interpreting-notion-subduing-earth/?view=all-talks&ccm_paging_p=18,,Interpreting the Notion of Subduing the Earth,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Eleonore Stump,1,http://www.veritas.org/talks/wisdom-and-folly-evil/?view=all-talks&ccm_paging_p=18,,The Wisdom and Folly of Evil,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,David Larson,1,http://www.veritas.org/talks/forgotten-factor-mental-and-physical-health/?view=all-talks&ccm_paging_p=18,,The Forgotten Factor In Mental and Physical Health,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Michael Behe|Fritz Schaefer,1,http://www.veritas.org/talks/luncheon/?view=all-talks&ccm_paging_p=18,,Luncheon,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Fritz Schaefer,1,http://www.veritas.org/talks/way-discovery1/?view=all-talks&ccm_paging_p=19,,The Way of Discovery,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Susan Drake,1,http://www.veritas.org/talks/faith-and-environmental-and-public-policy/?view=all-talks&ccm_paging_p=19,,Faith and Environmental and Public Policy,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Fritz Schaefer,1,http://www.veritas.org/talks/stephen-hawking-big-bang-god/?view=all-talks&ccm_paging_p=19,,"Stephen Hawking, The Big Bang & God",,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Jed Keesling,1,http://www.veritas.org/talks/death-perspective/?view=all-talks&ccm_paging_p=19,,Death In Perspective,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,E. Calvin Beisner,1,http://www.veritas.org/talks/prioritizing-environmental-concerns/?view=all-talks&ccm_paging_p=19,,Prioritizing Environmental Concerns,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Madeleine L'Engle,1,http://www.veritas.org/talks/writers-workshop/?view=all-talks&ccm_paging_p=19,,A Writer's Workshop,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Steve Monsma,1,http://www.veritas.org/talks/christianity-compatible-religious-pluralism/?view=all-talks&ccm_paging_p=19,,Is Christianity Compatible with Religious Pluralism?,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Fritz Schaefer,1,http://www.veritas.org/talks/big-bang-stephen-hawking-and-god4/?view=all-talks&ccm_paging_p=19,,"The Big Bang, Stephen Hawking, and God",,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Philip Johnson,1,http://www.veritas.org/talks/grand-metaphysical-story-science/?view=all-talks&ccm_paging_p=19,,The Grand Metaphysical Story of Science,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Hugh Ross,1,http://www.veritas.org/talks/what-does-cosmos-tell-us-about-god/?view=all-talks&ccm_paging_p=19,,What Does The Cosmos Tell Us About God?,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Tom Key,1,http://www.veritas.org/talks/medicine-practice/?view=all-talks&ccm_paging_p=19,,Medicine in Practice,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Bill Kynes,1,http://www.veritas.org/talks/q-making-sense-foolishness-cross/?view=all-talks&ccm_paging_p=19,,Q & A : Making Sense of the Foolishness of the Cross,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,Richard Ganz,1,http://www.veritas.org/talks/two-views-man/?view=all-talks&ccm_paging_p=19,,Two Views of Man,,,,,,,,,,,,,,,,,,,,,
200,1/1/13,David Larson,1,http://www.veritas.org/talks/research-regarding-religions-belief-and-healthcare/?view=all-talks&ccm_paging_p=19,,Research Regarding Religions Belief and Healthcare,,,,,,,,,,,,,,,,,,,,,
